year,month,region,county,market_name,food_category,food_item,measurement_unit,local_price,normalized_unit,rainfall_mm,temperature_c
2022,Dec,Central,Nyeri,Karatina (Nyeri),cereals and tubers,"Potatoes (Irish, red)",50 KG,2433.0,50.0,58.11,25.35
2022,Dec,Central,Nyeri,Karatina (Nyeri),vegetables and fruits,Cabbage,126 KG,1512.0,126.0,58.11,25.35
2022,Dec,Central,Nyeri,Karatina (Nyeri),vegetables and fruits,Kale,50 KG,750.0,50.0,58.11,25.35
2022,Dec,Central,Nyeri,Karatina (Nyeri),vegetables and fruits,Onions (dry),13 KG,498.0,13.0,58.11,25.35
2022,Dec,Eastern,Machakos,Tala Centre Market (Machakos),cereals and tubers,"Potatoes (Irish, white)",50 KG,2613.0,50.0,58.11,25.35
2022,Dec,Eastern,Machakos,Tala Centre Market (Machakos),cereals and tubers,Rice (aromatic),50 KG,9000.0,50.0,58.11,25.35
2022,Dec,Eastern,Machakos,Tala Centre Market (Machakos),pulses and nuts,Beans (dolichos),90 KG,10800.0,90.0,58.11,25.35
2022,Dec,Eastern,Machakos,Tala Centre Market (Machakos),vegetables and fruits,Cabbage,126 KG,3125.0,126.0,58.11,25.35
2022,Dec,Eastern,Machakos,Tala Centre Market (Machakos),vegetables and fruits,Kale,50 KG,1500.0,50.0,58.11,25.35
2022,Dec,Eastern,Machakos,Tala Centre Market (Machakos),vegetables and fruits,Onions (dry),13 KG,520.0,13.0,58.11,25.35
2022,Dec,Nairobi,Nairobi,Kangemi (Nairobi),cereals and tubers,"Potatoes (Irish, white)",50 KG,2578.0,50.0,58.11,25.35
2022,Dec,Nairobi,Nairobi,Kangemi (Nairobi),cereals and tubers,Rice (aromatic),50 KG,8600.0,50.0,58.11,25.35
2022,Dec,Nairobi,Nairobi,Kangemi (Nairobi),pulses and nuts,Beans (dolichos),90 KG,13163.0,90.0,58.11,25.35
2022,Dec,Nairobi,Nairobi,Kangemi (Nairobi),pulses and nuts,Beans (yellow),90 KG,12414.0,90.0,58.11,25.35
2022,Dec,Nairobi,Nairobi,Kangemi (Nairobi),pulses and nuts,Cowpeas,90 KG,12501.0,90.0,58.11,25.35
2022,Dec,Nairobi,Nairobi,Kangemi (Nairobi),vegetables and fruits,Cabbage,126 KG,2583.0,126.0,58.11,25.35
2022,Dec,Nairobi,Nairobi,Kangemi (Nairobi),vegetables and fruits,Onions (dry),13 KG,907.0,13.0,58.11,25.35
2022,Dec,Nairobi,Nairobi,Kitengela (Kajiado),cereals and tubers,"Maize (white, dry)",90 KG,5709.0,90.0,58.11,25.35
2022,Dec,Nairobi,Nairobi,Kitengela (Kajiado),cereals and tubers,Rice (aromatic),50 KG,9500.0,50.0,58.11,25.35
2022,Dec,Nairobi,Nairobi,Kitengela (Kajiado),pulses and nuts,Beans (dolichos),90 KG,12558.0,90.0,58.11,25.35
2022,Dec,Nairobi,Nairobi,Kitengela (Kajiado),vegetables and fruits,Cabbage,126 KG,1824.0,126.0,58.11,25.35
2022,Dec,Nairobi,Nairobi,Kitengela (Kajiado),vegetables and fruits,Onions (dry),13 KG,481.0,13.0,58.11,25.35
2022,Dec,Nairobi,Nairobi,Kitengela (Kajiado),vegetables and fruits,Tomatoes,64 KG,3456.0,64.0,58.11,25.35
2022,Dec,North Eastern,Garissa,Garissa town (Garissa),cereals and tubers,"Potatoes (Irish, white)",50 KG,3250.0,50.0,58.11,25.35
2022,Dec,North Eastern,Garissa,Garissa town (Garissa),cereals and tubers,Sorghum (white),90 KG,7920.0,90.0,58.11,25.35
2022,Dec,North Eastern,Garissa,Garissa town (Garissa),pulses and nuts,Beans (yellow),90 KG,16650.0,90.0,58.11,25.35
2022,Dec,North Eastern,Garissa,Garissa town (Garissa),pulses and nuts,Cowpeas,90 KG,11655.0,90.0,58.11,25.35
2022,Dec,North Eastern,Garissa,Garissa town (Garissa),vegetables and fruits,Cabbage,126 KG,2898.0,126.0,58.11,25.35
2022,Dec,North Eastern,Garissa,Garissa town (Garissa),vegetables and fruits,Kale,50 KG,2125.0,50.0,58.11,25.35
2022,Dec,North Eastern,Garissa,Garissa town (Garissa),vegetables and fruits,Onions (dry),13 KG,845.0,13.0,58.11,25.35
2022,Dec,North Eastern,Garissa,Garissa town (Garissa),vegetables and fruits,Tomatoes,64 KG,3200.0,64.0,58.11,25.35
2022,Dec,Nyanza,Kisumu,Kibuye (Kisumu),cereals and tubers,"Maize (white, dry)",90 KG,5301.0,90.0,58.11,25.35
2022,Dec,Nyanza,Kisumu,Kibuye (Kisumu),cereals and tubers,"Potatoes (Irish, white)",50 KG,3667.0,50.0,58.11,25.35
2022,Dec,Nyanza,Kisumu,Kibuye (Kisumu),vegetables and fruits,Kale,50 KG,1500.0,50.0,58.11,25.35
2022,Dec,Rift Valley,Baringo,Marigat town (Baringo),cereals and tubers,"Maize (white, dry)",90 KG,5850.0,90.0,58.11,25.35
2022,Dec,Rift Valley,Baringo,Marigat town (Baringo),cereals and tubers,"Potatoes (Irish, white)",50 KG,4000.0,50.0,58.11,25.35
2022,Dec,Rift Valley,Baringo,Marigat town (Baringo),pulses and nuts,Beans (yellow),90 KG,10800.0,90.0,58.11,25.35
2022,Dec,Rift Valley,Baringo,Marigat town (Baringo),vegetables and fruits,Cabbage,126 KG,4410.0,126.0,58.11,25.35
2022,Dec,Rift Valley,Baringo,Marigat town (Baringo),vegetables and fruits,Kale,50 KG,1500.0,50.0,58.11,25.35
2022,Dec,Rift Valley,Baringo,Marigat town (Baringo),vegetables and fruits,Onions (dry),13 KG,715.0,13.0,58.11,25.35
2022,Dec,Rift Valley,Baringo,Marigat town (Baringo),vegetables and fruits,Tomatoes,64 KG,3200.0,64.0,58.11,25.35
2022,Dec,Rift Valley,Nakuru,Wakulima (Nakuru),cereals and tubers,"Potatoes (Irish, white)",50 KG,4650.0,50.0,58.11,25.35
2022,Dec,Rift Valley,Nakuru,Wakulima (Nakuru),cereals and tubers,Sorghum (white),90 KG,6330.0,90.0,58.11,25.35
2022,Dec,Rift Valley,Nakuru,Wakulima (Nakuru),pulses and nuts,Beans (dolichos),90 KG,13959.0,90.0,58.11,25.35
2022,Dec,Rift Valley,Nakuru,Wakulima (Nakuru),pulses and nuts,Beans (yellow),90 KG,12600.0,90.0,58.11,25.35
2022,Dec,Rift Valley,Nakuru,Wakulima (Nakuru),pulses and nuts,Cowpeas,90 KG,9665.0,90.0,58.11,25.35
2022,Dec,Rift Valley,Nakuru,Wakulima (Nakuru),vegetables and fruits,Kale,50 KG,1227.0,50.0,58.11,25.35
2022,Dec,Rift Valley,Nakuru,Wakulima (Nakuru),vegetables and fruits,Tomatoes,64 KG,2400.0,64.0,58.11,25.35
2022,Dec,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,"Maize (white, dry)",90 KG,5532.0,90.0,58.11,25.35
2022,Dec,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,"Potatoes (Irish, red)",50 KG,1785.0,50.0,58.11,25.35
2022,Dec,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,"Potatoes (Irish, white)",50 KG,1943.0,50.0,58.11,25.35
2022,Dec,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Rice (aromatic),50 KG,9000.0,50.0,58.11,25.35
2022,Dec,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),vegetables and fruits,Cabbage,126 KG,2822.0,126.0,58.11,25.35
2022,Dec,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),vegetables and fruits,Kale,50 KG,1160.0,50.0,58.11,25.35
2022,Dec,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),vegetables and fruits,Onions (dry),13 KG,529.0,13.0,58.11,25.35
2022,Dec,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),vegetables and fruits,Tomatoes,64 KG,3811.0,64.0,58.11,25.35
2022,Dec,Rift Valley,West Pokot,Lomut (West Pokot),vegetables and fruits,Cabbage,126 KG,3034.0,126.0,58.11,25.35
2022,Dec,Rift Valley,West Pokot,Makutano (West Pokot),cereals and tubers,"Maize (white, dry)",90 KG,4680.0,90.0,58.11,25.35
2022,Dec,Rift Valley,West Pokot,Makutano (West Pokot),cereals and tubers,"Potatoes (Irish, white)",50 KG,1878.0,50.0,58.11,25.35
2022,Dec,Rift Valley,West Pokot,Makutano (West Pokot),pulses and nuts,Cowpeas,90 KG,9090.0,90.0,58.11,25.35
2022,Dec,Rift Valley,West Pokot,Makutano (West Pokot),vegetables and fruits,Cabbage,126 KG,1936.0,126.0,58.11,25.35
2022,Dec,Rift Valley,West Pokot,Makutano (West Pokot),vegetables and fruits,Kale,50 KG,1000.0,50.0,58.11,25.35
2022,Dec,Rift Valley,West Pokot,Makutano (West Pokot),vegetables and fruits,Onions (dry),13 KG,650.0,13.0,58.11,25.35
2022,Dec,Rift Valley,West Pokot,Makutano (West Pokot),vegetables and fruits,Tomatoes,64 KG,3029.0,64.0,58.11,25.35
2022,Sep,Central,Nyeri,Karatina (Nyeri),cereals and tubers,"Maize (white, dry)",90 KG,6201.0,90.0,58.11,25.35
2022,Sep,Central,Nyeri,Karatina (Nyeri),cereals and tubers,"Potatoes (Irish, red)",50 KG,1865.83,50.0,58.11,25.35
2022,Sep,Central,Nyeri,Karatina (Nyeri),pulses and nuts,Beans (dolichos),90 KG,11997.0,90.0,58.11,25.35
2022,Sep,Central,Nyeri,Karatina (Nyeri),pulses and nuts,Cowpeas,90 KG,9999.0,90.0,58.11,25.35
2022,Sep,Central,Nyeri,Karatina (Nyeri),vegetables and fruits,Cabbage,126 KG,2146.2,126.0,58.11,25.35
2022,Sep,Central,Nyeri,Karatina (Nyeri),vegetables and fruits,Kale,50 KG,750.0,50.0,58.11,25.35
2022,Sep,Central,Nyeri,Karatina (Nyeri),vegetables and fruits,Onions (dry),13 KG,390.0,13.0,58.11,25.35
2022,Sep,Central,Nyeri,Karatina (Nyeri),vegetables and fruits,Tomatoes,64 KG,2880.0,64.0,58.11,25.35
2022,Sep,Coast,Mombasa,Kongowea (Mombasa),cereals and tubers,"Potatoes (Irish, white)",50 KG,1538.33,50.0,58.11,25.35
2022,Sep,Coast,Mombasa,Kongowea (Mombasa),vegetables and fruits,Cabbage,126 KG,2121.0,126.0,58.11,25.35
2022,Sep,Coast,Mombasa,Kongowea (Mombasa),vegetables and fruits,Kale,50 KG,1361.67,50.0,58.11,25.35
2022,Sep,Coast,Mombasa,Kongowea (Mombasa),vegetables and fruits,Onions (dry),13 KG,595.4,13.0,58.11,25.35
2022,Sep,Coast,Mombasa,Kongowea (Mombasa),vegetables and fruits,Tomatoes,64 KG,2150.4,64.0,58.11,25.35
2022,Sep,Eastern,Machakos,Tala Centre Market (Machakos),cereals and tubers,Rice (aromatic),50 KG,9000.0,50.0,58.11,25.35
2022,Sep,Eastern,Machakos,Tala Centre Market (Machakos),pulses and nuts,Beans (dolichos),90 KG,9810.0,90.0,58.11,25.35
2022,Sep,Eastern,Machakos,Tala Centre Market (Machakos),pulses and nuts,Beans (rosecoco),90 KG,10440.0,90.0,58.11,25.35
2022,Sep,Eastern,Machakos,Tala Centre Market (Machakos),vegetables and fruits,Cabbage,126 KG,3780.0,126.0,58.11,25.35
2022,Sep,Eastern,Machakos,Tala Centre Market (Machakos),vegetables and fruits,Kale,50 KG,1500.0,50.0,58.11,25.35
2022,Sep,Eastern,Machakos,Tala Centre Market (Machakos),vegetables and fruits,Tomatoes,64 KG,3751.04,64.0,58.11,25.35
2022,Sep,Eastern,Makueni,Kathonzweni (Makueni),pulses and nuts,Cowpeas,90 KG,7800.0,90.0,58.11,25.35
2022,Sep,Eastern,Makueni,Kathonzweni (Makueni),vegetables and fruits,Cabbage,126 KG,4032.0,126.0,58.11,25.35
2022,Sep,Eastern,Makueni,Kathonzweni (Makueni),vegetables and fruits,Onions (dry),13 KG,754.0,13.0,58.11,25.35
2022,Sep,Eastern,Meru South,Kaanwa (Tharaka Nithi),cereals and tubers,"Maize (white, dry)",90 KG,6750.0,90.0,58.11,25.35
2022,Sep,Eastern,Meru South,Kaanwa (Tharaka Nithi),vegetables and fruits,Cabbage,126 KG,5040.0,126.0,58.11,25.35
2022,Sep,Eastern,Meru South,Kaanwa (Tharaka Nithi),vegetables and fruits,Kale,50 KG,1500.0,50.0,58.11,25.35
2022,Sep,Eastern,Meru South,Kaanwa (Tharaka Nithi),vegetables and fruits,Onions (dry),13 KG,793.0,13.0,58.11,25.35
2022,Sep,Nairobi,Nairobi,Kangemi (Nairobi),cereals and tubers,Rice (aromatic),50 KG,6500.0,50.0,58.11,25.35
2022,Sep,Nairobi,Nairobi,Kangemi (Nairobi),pulses and nuts,Beans (dolichos),90 KG,11238.6,90.0,58.11,25.35
2022,Sep,Nairobi,Nairobi,Kangemi (Nairobi),pulses and nuts,Beans (rosecoco),90 KG,8604.0,90.0,58.11,25.35
2022,Sep,Nairobi,Nairobi,Kangemi (Nairobi),pulses and nuts,Beans (yellow),90 KG,13100.1,90.0,58.11,25.35
2022,Sep,Nairobi,Nairobi,Kangemi (Nairobi),vegetables and fruits,Cabbage,126 KG,3091.72,126.0,58.11,25.35
2022,Sep,Nairobi,Nairobi,Kangemi (Nairobi),vegetables and fruits,Onions (dry),13 KG,853.67,13.0,58.11,25.35
2022,Sep,Nairobi,Nairobi,Kangemi (Nairobi),vegetables and fruits,Tomatoes,64 KG,3588.48,64.0,58.11,25.35
2022,Sep,Nairobi,Nairobi,Kitengela (Kajiado),cereals and tubers,"Maize (white, dry)",90 KG,5474.25,90.0,58.11,25.35
2022,Sep,Nairobi,Nairobi,Kitengela (Kajiado),cereals and tubers,"Potatoes (Irish, white)",50 KG,2345.83,50.0,58.11,25.35
2022,Sep,Nairobi,Nairobi,Kitengela (Kajiado),cereals and tubers,Rice (aromatic),50 KG,9437.5,50.0,58.11,25.35
2022,Sep,Nairobi,Nairobi,Kitengela (Kajiado),pulses and nuts,Beans (dolichos),90 KG,10698.75,90.0,58.11,25.35
2022,Sep,Nairobi,Nairobi,Kitengela (Kajiado),pulses and nuts,Beans (rosecoco),90 KG,9875.25,90.0,58.11,25.35
2022,Sep,Nairobi,Nairobi,Kitengela (Kajiado),pulses and nuts,Beans (yellow),90 KG,13752.0,90.0,58.11,25.35
2022,Sep,Nairobi,Nairobi,Kitengela (Kajiado),vegetables and fruits,Cabbage,126 KG,1921.5,126.0,58.11,25.35
2022,Sep,Nairobi,Nairobi,Kitengela (Kajiado),vegetables and fruits,Kale,50 KG,1500.0,50.0,58.11,25.35
2022,Sep,Nairobi,Nairobi,Kitengela (Kajiado),vegetables and fruits,Onions (dry),13 KG,552.5,13.0,58.11,25.35
2022,Sep,Nairobi,Nairobi,Kitengela (Kajiado),vegetables and fruits,Tomatoes,64 KG,2560.0,64.0,58.11,25.35
2022,Sep,North Eastern,Garissa,Garissa town (Garissa),cereals and tubers,"Maize (white, dry)",90 KG,7650.0,90.0,58.11,25.35
2022,Sep,North Eastern,Garissa,Garissa town (Garissa),cereals and tubers,Rice (aromatic),50 KG,8833.33,50.0,58.11,25.35
2022,Sep,North Eastern,Garissa,Garissa town (Garissa),cereals and tubers,Sorghum (white),90 KG,7740.0,90.0,58.11,25.35
2022,Sep,North Eastern,Garissa,Garissa town (Garissa),pulses and nuts,Beans (dolichos),90 KG,9195.0,90.0,58.11,25.35
2022,Sep,North Eastern,Garissa,Garissa town (Garissa),pulses and nuts,Beans (yellow),90 KG,12450.0,90.0,58.11,25.35
2022,Sep,North Eastern,Garissa,Garissa town (Garissa),pulses and nuts,Cowpeas,90 KG,7575.0,90.0,58.11,25.35
2022,Sep,North Eastern,Garissa,Garissa town (Garissa),vegetables and fruits,Cabbage,126 KG,2688.0,126.0,58.11,25.35
2022,Sep,North Eastern,Garissa,Garissa town (Garissa),vegetables and fruits,Kale,50 KG,2466.67,50.0,58.11,25.35
2022,Sep,North Eastern,Garissa,Garissa town (Garissa),vegetables and fruits,Onions (dry),13 KG,1040.0,13.0,58.11,25.35
2022,Sep,North Eastern,Garissa,Garissa town (Garissa),vegetables and fruits,Tomatoes,64 KG,2880.0,64.0,58.11,25.35
2022,Sep,North Eastern,Mandera,Takaba (Mandera),cereals and tubers,"Maize (white, dry)",90 KG,5940.0,90.0,58.11,25.35
2022,Sep,North Eastern,Mandera,Takaba (Mandera),cereals and tubers,Rice (aromatic),50 KG,6400.0,50.0,58.11,25.35
2022,Sep,North Eastern,Mandera,Takaba (Mandera),pulses and nuts,Beans (rosecoco),90 KG,10080.0,90.0,58.11,25.35
2022,Sep,North Eastern,Mandera,Takaba (Mandera),vegetables and fruits,Cabbage,126 KG,7316.4,126.0,58.11,25.35
2022,Sep,North Eastern,Mandera,Takaba (Mandera),vegetables and fruits,Kale,50 KG,3347.25,50.0,58.11,25.35
2022,Sep,North Eastern,Mandera,Takaba (Mandera),vegetables and fruits,Onions (dry),13 KG,1103.16,13.0,58.11,25.35
2022,Sep,North Eastern,Mandera,Takaba (Mandera),vegetables and fruits,Tomatoes,64 KG,5689.6,64.0,58.11,25.35
2022,Sep,Nyanza,Kisumu,Kibuye (Kisumu),cereals and tubers,"Potatoes (Irish, white)",50 KG,2400.0,50.0,58.11,25.35
2022,Sep,Nyanza,Kisumu,Kibuye (Kisumu),pulses and nuts,Beans (dolichos),90 KG,11898.0,90.0,58.11,25.35
2022,Sep,Nyanza,Kisumu,Kibuye (Kisumu),pulses and nuts,Beans (rosecoco),90 KG,11499.75,90.0,58.11,25.35
2022,Sep,Nyanza,Kisumu,Kibuye (Kisumu),pulses and nuts,Beans (yellow),90 KG,11146.5,90.0,58.11,25.35
2022,Sep,Nyanza,Kisumu,Kibuye (Kisumu),vegetables and fruits,Onions (dry),13 KG,1199.9,13.0,58.11,25.35
2022,Sep,Rift Valley,Baringo,Marigat town (Baringo),cereals and tubers,"Maize (white, dry)",90 KG,5413.5,90.0,58.11,25.35
2022,Sep,Rift Valley,Baringo,Marigat town (Baringo),cereals and tubers,Rice (aromatic),50 KG,5000.0,50.0,58.11,25.35
2022,Sep,Rift Valley,Baringo,Marigat town (Baringo),pulses and nuts,Beans (rosecoco),90 KG,8662.5,90.0,58.11,25.35
2022,Sep,Rift Valley,Baringo,Marigat town (Baringo),vegetables and fruits,Cabbage,126 KG,2283.75,126.0,58.11,25.35
2022,Sep,Rift Valley,Baringo,Marigat town (Baringo),vegetables and fruits,Kale,50 KG,1656.25,50.0,58.11,25.35
2022,Sep,Rift Valley,Baringo,Marigat town (Baringo),vegetables and fruits,Tomatoes,64 KG,3200.0,64.0,58.11,25.35
2022,Sep,Rift Valley,Kajiado,Illbissil Food Market (Kajiado),cereals and tubers,"Potatoes (Irish, white)",50 KG,2855.0,50.0,58.11,25.35
2022,Sep,Rift Valley,Kajiado,Illbissil Food Market (Kajiado),pulses and nuts,Beans (yellow),90 KG,9000.0,90.0,58.11,25.35
2022,Sep,Rift Valley,Kajiado,Illbissil Food Market (Kajiado),vegetables and fruits,Cabbage,126 KG,2104.2,126.0,58.11,25.35
2022,Sep,Rift Valley,Kajiado,Illbissil Food Market (Kajiado),vegetables and fruits,Tomatoes,64 KG,1920.0,64.0,58.11,25.35
2022,Sep,Rift Valley,Nakuru,Wakulima (Nakuru),cereals and tubers,Sorghum (white),90 KG,6484.8,90.0,58.11,25.35
2022,Sep,Rift Valley,Nakuru,Wakulima (Nakuru),pulses and nuts,Beans (rosecoco),90 KG,10614.9,90.0,58.11,25.35
2022,Sep,Rift Valley,Nakuru,Wakulima (Nakuru),vegetables and fruits,Cabbage,126 KG,1701.0,126.0,58.11,25.35
2022,Sep,Rift Valley,Nakuru,Wakulima (Nakuru),vegetables and fruits,Kale,50 KG,772.08,50.0,58.11,25.35
2022,Sep,Rift Valley,Nakuru,Wakulima (Nakuru),vegetables and fruits,Onions (dry),13 KG,650.0,13.0,58.11,25.35
2022,Sep,Rift Valley,Nakuru,Wakulima (Nakuru),vegetables and fruits,Tomatoes,64 KG,2725.33,64.0,58.11,25.35
2022,Sep,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,"Maize (white, dry)",90 KG,5373.0,90.0,58.11,25.35
2022,Sep,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,"Potatoes (Irish, white)",50 KG,2120.0,50.0,58.11,25.35
2022,Sep,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Rice (aromatic),50 KG,9125.0,50.0,58.11,25.35
2022,Sep,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans (dolichos),90 KG,11925.0,90.0,58.11,25.35
2022,Sep,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans (rosecoco),90 KG,11925.0,90.0,58.11,25.35
2022,Sep,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans (yellow),90 KG,12870.0,90.0,58.11,25.35
2022,Sep,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),vegetables and fruits,Cabbage,126 KG,1856.4,126.0,58.11,25.35
2022,Sep,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),vegetables and fruits,Kale,50 KG,500.0,50.0,58.11,25.35
2022,Sep,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),vegetables and fruits,Tomatoes,64 KG,3452.76,64.0,58.11,25.35
2022,Sep,Rift Valley,West Pokot,Lomut (West Pokot),pulses and nuts,Beans (rosecoco),90 KG,7600.5,90.0,58.11,25.35
2022,Sep,Rift Valley,West Pokot,Lomut (West Pokot),pulses and nuts,Beans (yellow),90 KG,9720.0,90.0,58.11,25.35
2022,Sep,Rift Valley,West Pokot,Lomut (West Pokot),vegetables and fruits,Cabbage,126 KG,3780.0,126.0,58.11,25.35
2022,Sep,Rift Valley,West Pokot,Lomut (West Pokot),vegetables and fruits,Kale,50 KG,1278.33,50.0,58.11,25.35
2022,Sep,Rift Valley,West Pokot,Makutano (West Pokot),cereals and tubers,"Potatoes (Irish, white)",50 KG,1627.0,50.0,58.11,25.35
2022,Sep,Rift Valley,West Pokot,Makutano (West Pokot),pulses and nuts,Beans (dolichos),90 KG,6750.0,90.0,58.11,25.35
2022,Sep,Rift Valley,West Pokot,Makutano (West Pokot),pulses and nuts,Beans (rosecoco),90 KG,8640.0,90.0,58.11,25.35
2022,Sep,Rift Valley,West Pokot,Makutano (West Pokot),vegetables and fruits,Cabbage,126 KG,1005.48,126.0,58.11,25.35
2022,Sep,Rift Valley,West Pokot,Makutano (West Pokot),vegetables and fruits,Kale,50 KG,860.0,50.0,58.11,25.35
2022,Sep,Rift Valley,West Pokot,Makutano (West Pokot),vegetables and fruits,Onions (dry),13 KG,624.0,13.0,58.11,25.35
2015,Jan,Coast,Kilifi,Kilifi,pulses and nuts,Beans (dry),KG,83.1,1.0,26.25,25.04
2015,Jan,Coast,Mombasa,Mombasa,cereals and tubers,Maize (white),90 KG,2372.0,90.0,26.25,25.04
2015,Jan,Coast,Mombasa,Mombasa,pulses and nuts,Beans (dry),90 KG,5596.0,90.0,26.25,25.04
2015,Jan,Eastern,Kitui,Kitui,cereals and tubers,Potatoes (Irish),50 KG,944.43,50.0,26.25,25.04
2015,Jan,Eastern,Marsabit,Marsabit,cereals and tubers,Maize (white),KG,48.9,1.0,26.25,25.04
2015,Jan,Nairobi,Nairobi,Nairobi,cereals and tubers,Bread,400 G,48.0,0.4,26.25,25.04
2015,Jan,Nairobi,Nairobi,Nairobi,cereals and tubers,Maize (white),90 KG,2356.0,90.0,26.25,25.04
2015,Jan,Nairobi,Nairobi,Nairobi,milk and dairy,"Milk (cow, pasteurized)",500 ML,43.0,0.5,26.25,25.04
2015,Jan,Nairobi,Nairobi,Nairobi,oil and fats,Oil (vegetable),L,215.0,1.0,26.25,25.04
2015,Jan,Nyanza,Kisumu,Kisumu,cereals and tubers,Maize,KG,30.12,1.0,26.25,25.04
2015,Jan,Nyanza,Kisumu,Kisumu,cereals and tubers,Maize (white),90 KG,3200.0,90.0,26.25,25.04
2015,Jan,Nyanza,Kisumu,Kisumu,cereals and tubers,Potatoes (Irish),50 KG,1483.33,50.0,26.25,25.04
2015,Jan,Nyanza,Kisumu,Kisumu,cereals and tubers,Sorghum,90 KG,3400.0,90.0,26.25,25.04
2015,Jan,Nyanza,Kisumu,Kisumu,pulses and nuts,Beans,KG,75.31,1.0,26.25,25.04
2015,Jan,Nyanza,Kisumu,Kisumu,pulses and nuts,Beans (dry),90 KG,6864.0,90.0,26.25,25.04
2015,Jan,Rift Valley,Kajiado,Kajiado,cereals and tubers,Maize (white),KG,41.1,1.0,26.25,25.04
2015,Jan,Rift Valley,Kajiado,Kajiado,pulses and nuts,Beans (dry),KG,87.3,1.0,26.25,25.04
2015,Jan,Rift Valley,Nakuru,Nakuru,cereals and tubers,Maize (white),90 KG,2088.0,90.0,26.25,25.04
2015,Jan,Rift Valley,Nakuru,Nakuru,cereals and tubers,Potatoes (Irish),50 KG,1324.44,50.0,26.25,25.04
2015,Jan,Rift Valley,Nakuru,Nakuru,cereals and tubers,Sorghum,90 KG,3148.0,90.0,26.25,25.04
2015,Jan,Rift Valley,Nakuru,Nakuru,pulses and nuts,Beans,KG,55.3,1.0,26.25,25.04
2015,Jan,Rift Valley,Nakuru,Nakuru,pulses and nuts,Beans (dry),90 KG,5400.0,90.0,26.25,25.04
2015,Jan,Rift Valley,Turkana,Lodwar (Turkana),cereals and tubers,Maize (white),KG,82.0,1.0,26.25,25.04
2015,Jan,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Potatoes (Irish),50 KG,1427.22,50.0,26.25,25.04
2015,Jan,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Sorghum,90 KG,5835.0,90.0,26.25,25.04
2015,Jan,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans,KG,71.2,1.0,26.25,25.04
2021,Apr,Central,Nyeri,Karatina (Nyeri),cereals and tubers,"Potatoes (Irish, red)",50 KG,1590.0,50.0,58.11,25.35
2021,Apr,Central,Nyeri,Karatina (Nyeri),vegetables and fruits,Cabbage,126 KG,2205.0,126.0,58.11,25.35
2021,Apr,Central,Nyeri,Karatina (Nyeri),vegetables and fruits,Kale,50 KG,500.0,50.0,58.11,25.35
2021,Apr,Central,Nyeri,Karatina (Nyeri),vegetables and fruits,Onions (dry),13 KG,780.0,13.0,58.11,25.35
2021,Apr,Central,Nyeri,Karatina (Nyeri),vegetables and fruits,Tomatoes,64 KG,4480.0,64.0,58.11,25.35
2021,Apr,Coast,Mombasa,Kongowea (Mombasa),cereals and tubers,Rice (aromatic),50 KG,6000.0,50.0,58.11,25.35
2021,Apr,Coast,Mombasa,Kongowea (Mombasa),pulses and nuts,Beans (dolichos),90 KG,6480.0,90.0,58.11,25.35
2021,Apr,Coast,Mombasa,Kongowea (Mombasa),pulses and nuts,Beans (mung),90 KG,8370.0,90.0,58.11,25.35
2021,Apr,Coast,Mombasa,Kongowea (Mombasa),pulses and nuts,Cowpeas,90 KG,6498.0,90.0,58.11,25.35
2021,Apr,Coast,Mombasa,Kongowea (Mombasa),vegetables and fruits,Cabbage,126 KG,5620.0,126.0,58.11,25.35
2021,Apr,Coast,Mombasa,Kongowea (Mombasa),vegetables and fruits,Cowpea leaves,KG,46.0,1.0,58.11,25.35
2021,Apr,Coast,Mombasa,Kongowea (Mombasa),vegetables and fruits,Kale,50 KG,1283.0,50.0,58.11,25.35
2021,Apr,Coast,Mombasa,Kongowea (Mombasa),vegetables and fruits,Onions (dry),13 KG,896.0,13.0,58.11,25.35
