date,rainfall_mm
5/21/1988,539.1818
6/1/1988,522.8182
6/11/1988,488.9091
6/21/1988,449
7/1/1988,412.4545
7/11/1988,316.2727
7/21/1988,230.0909
8/1/1988,208.4545
8/11/1988,202.2727
8/21/1988,228.0909
9/1/1988,237
9/11/1988,251.0909
9/21/1988,268.5455
10/1/1988,289.3636
10/11/1988,287.2727
10/21/1988,273.1818
11/1/1988,282.7273
11/11/1988,297
11/21/1988,310.8182
12/1/1988,280.3636
12/11/1988,262.3636
12/21/1988,294.3636
1/1/1989,285.2727
1/11/1989,273.3636
1/21/1989,256.5455
2/1/1989,277.2727
2/11/1989,252.6364
2/21/1989,216.3636
3/1/1989,226.1818
3/11/1989,253.6364
3/21/1989,279.9091
4/1/1989,300.7273
4/11/1989,319.3636
4/21/1989,382.8182
5/1/1989,375.2727
5/11/1989,436
5/21/1989,444.3636
6/1/1989,446
6/11/1989,429
6/21/1989,340.7273
7/1/1989,303.3636
7/11/1989,284
7/21/1989,217
8/1/1989,178.7273
8/11/1989,126.0909
8/21/1989,130.7273
9/1/1989,141.9091
9/11/1989,135.2727
9/21/1989,171.2727
10/1/1989,189.8182
10/11/1989,224.4545
10/21/1989,249.4545
11/1/1989,232.6364
11/11/1989,257.4545
11/21/1989,307.3636
12/1/1989,302.6364
12/11/1989,301.8182
12/21/1989,353.7273
1/1/1990,360
1/11/1990,323.9091
1/21/1990,296.6364
2/1/1990,312.9091
2/11/1990,316.0909
2/21/1990,300.4545
3/1/1990,355.4545
3/11/1990,412.7273
3/21/1990,367
4/1/1990,428.2727
4/11/1990,468.9091
4/21/1990,494.9091
5/1/1990,497.4545
5/11/1990,499.8182
5/21/1990,472.3636
6/1/1990,406.5455
6/11/1990,340.8182
6/21/1990,300.1818
7/1/1990,207
7/11/1990,182.5455
7/21/1990,158.9091
8/1/1990,145.4545
8/11/1990,118.9091
8/21/1990,116.5455
9/1/1990,121.2727
9/11/1990,136.2727
9/21/1990,151.9091
10/1/1990,161.9091
10/11/1990,175.2727
10/21/1990,200.4545
11/1/1990,216.0909
11/11/1990,225.6364
11/21/1990,206.2727
12/1/1990,202.0909
12/11/1990,257.3636
12/21/1990,241.9091
1/1/1991,279.5455
1/11/1991,252.9091
1/21/1991,250.8182
2/1/1991,238
2/11/1991,223.6364
2/21/1991,229.3636
3/1/1991,240.7273
3/11/1991,201.4545
3/21/1991,281.6364
4/1/1991,331.8182
4/11/1991,381
4/21/1991,382
5/1/1991,425.5455
5/11/1991,477.5455
5/21/1991,544.6364
6/1/1991,553.7273
6/11/1991,554.1818
6/21/1991,480.7273
7/1/1991,391.6364
7/11/1991,345.4545
7/21/1991,321.7273
8/1/1991,271.2727
8/11/1991,224.2727
8/21/1991,153.6364
9/1/1991,135.8182
9/11/1991,109.6364
9/21/1991,118
10/1/1991,112.6364
10/11/1991,182.1818
10/21/1991,237.3636
11/1/1991,263.0909
11/11/1991,260.3636
11/21/1991,269.1818
12/1/1991,268.6364
12/11/1991,274.2727
12/21/1991,271.3636
1/1/1992,267.9091
1/11/1992,193.1818
1/21/1992,139.1818
2/1/1992,135.4545
2/11/1992,144.2727
2/21/1992,133.6364
3/1/1992,128.1818
3/11/1992,127.9091
3/21/1992,145.7273
4/1/1992,215
4/11/1992,231.9091
4/21/1992,273.3636
5/1/1992,311.7273
5/11/1992,314.9091
5/21/1992,336.5455
6/1/1992,343
6/11/1992,372.2727
6/21/1992,376.1818
7/1/1992,312.7273
7/11/1992,300.8182
7/21/1992,267
8/1/1992,214.8182
8/11/1992,203.0909
8/21/1992,199.8182
9/1/1992,195.9091
9/11/1992,184.9091
9/21/1992,160.3636
10/1/1992,182.7273
10/11/1992,210.9091
10/21/1992,216.9091
11/1/1992,226.2727
11/11/1992,247.4545
11/21/1992,236.7273
12/1/1992,259.2727
12/11/1992,264.1818
12/21/1992,277.7273
1/1/1993,267.8182
1/11/1993,278.3636
1/21/1993,280.7273
2/1/1993,267.2727
2/11/1993,256.4545
2/21/1993,265.0909
3/1/1993,247.8182
3/11/1993,231.5455
3/21/1993,267.5455
4/1/1993,265.8182
4/11/1993,271.8182
4/21/1993,315.7273
5/1/1993,402.5455
5/11/1993,432.6364
5/21/1993,462.8182
6/1/1993,483.8182
6/11/1993,496.2727
6/21/1993,451.6364
7/1/1993,432.1818
7/11/1993,383.5455
7/21/1993,319.7273
8/1/1993,243.4545
8/11/1993,196.5455
8/21/1993,167.4545
9/1/1993,142.2727
9/11/1993,121
9/21/1993,110.7273
10/1/1993,121.4545
10/11/1993,126.0909
10/21/1993,145.0909
11/1/1993,169.0909
11/11/1993,172.9091
11/21/1993,156.5455
12/1/1993,182.5455
12/11/1993,193.5455
12/21/1993,192
1/1/1994,186.6364
1/11/1994,185.9091
1/21/1994,167
2/1/1994,125.1818
2/11/1994,133.0909
2/21/1994,130.7273
3/1/1994,128.5455
3/11/1994,187.9091
3/21/1994,249.6364
4/1/1994,277.3636
4/11/1994,306.9091
4/21/1994,401
5/1/1994,458.2727
5/11/1994,492.7273
5/21/1994,555.9091
6/1/1994,537.6364
6/11/1994,476.3636
6/21/1994,416.8182
7/1/1994,404.9091
7/11/1994,382.4545
7/21/1994,303.4545
8/1/1994,247
8/11/1994,231.0909
8/21/1994,175.8182
9/1/1994,170
9/11/1994,156
9/21/1994,167.2727
10/1/1994,163.7273
10/11/1994,165.7273
10/21/1994,178.7273
11/1/1994,257.7273
11/11/1994,287.0909
11/21/1994,340.1818
12/1/1994,381.7273
12/11/1994,380.6364
12/21/1994,372.6364
1/1/1995,371.5455
1/11/1995,368
1/21/1995,343
2/1/1995,273.4545
2/11/1995,254.7273
2/21/1995,197.7273
3/1/1995,188.3636
3/11/1995,214.9091
3/21/1995,240.2727
4/1/1995,268
4/11/1995,291
4/21/1995,404.5455
5/1/1995,443.8182
5/11/1995,436.9091
5/21/1995,466.3636
6/1/1995,446.6364
6/11/1995,431.6364
6/21/1995,412.4545
7/1/1995,392.8182
7/11/1995,370
7/21/1995,270.6364
8/1/1995,223.9091
8/11/1995,197
8/21/1995,164.2727
9/1/1995,175.1818
9/11/1995,175.6364
9/21/1995,173.7273
10/1/1995,169.3636
10/11/1995,216.8182
10/21/1995,251.5455
11/1/1995,264.7273
11/11/1995,279
11/21/1995,307.3636
12/1/1995,285
12/11/1995,287.2727
12/21/1995,297.5455
1/1/1996,302.0909
1/11/1996,274.6364
1/21/1996,238.9091
2/1/1996,258.5455
2/11/1996,250.9091
2/21/1996,255.0909
3/1/1996,268.1818
3/11/1996,326.1818
3/21/1996,358.0909
4/1/1996,395.3636
4/11/1996,410.1818
4/21/1996,436.3636
5/1/1996,426.5455
5/11/1996,453.9091
5/21/1996,496.6364
6/1/1996,483.2727
6/11/1996,418.3636
6/21/1996,378.9091
7/1/1996,322.8182
7/11/1996,303.6364
7/21/1996,261.3636
8/1/1996,235.5455
8/11/1996,225.1818
8/21/1996,170.9091
9/1/1996,183.3636
9/11/1996,225.3636
9/21/1996,216.6364
10/1/1996,239.1818
10/11/1996,227.1818
10/21/1996,244
11/1/1996,275.9091
11/11/1996,250.0909
11/21/1996,295.2727
12/1/1996,292.6364
12/11/1996,248.0909
12/21/1996,245
1/1/1997,234.0909
1/11/1997,241.9091
1/21/1997,240
2/1/1997,205.9091
2/11/1997,197.7273
2/21/1997,124
3/1/1997,100.4545
3/11/1997,96.4545
3/21/1997,162.2727
4/1/1997,243.8182
4/11/1997,252.5455
4/21/1997,319.9091
5/1/1997,361.9091
5/11/1997,433
5/21/1997,443.4545
6/1/1997,451.2727
6/11/1997,492.6364
6/21/1997,437.1818
7/1/1997,356.4545
7/11/1997,327.5455
7/21/1997,252.3636
8/1/1997,246.1818
8/11/1997,177.6364
8/21/1997,176.3636
9/1/1997,171.7273
9/11/1997,128
9/21/1997,115.7273
10/1/1997,112.1818
10/11/1997,167
10/21/1997,205.6364
11/1/1997,202
11/11/1997,303.4545
11/21/1997,336.9091
12/1/1997,441.4545
12/11/1997,531.3636
12/21/1997,614.8182
1/1/1998,650.4545
1/11/1998,667
1/21/1998,642.4545
2/1/1998,628.2727
2/11/1998,541.3636
2/21/1998,499.0909
3/1/1998,417.8182
3/11/1998,326.5455
3/21/1998,268
4/1/1998,261.8182
4/11/1998,289
4/21/1998,341
5/1/1998,414.8182
5/11/1998,422.0909
5/21/1998,435
6/1/1998,467.9091
6/11/1998,482.9091
6/21/1998,473.9091
7/1/1998,434.1818
7/11/1998,347
7/21/1998,279.3636
8/1/1998,192
8/11/1998,181.2727
8/21/1998,184.9091
9/1/1998,150.4545
9/11/1998,153.6364
9/21/1998,157.8182
10/1/1998,161.8182
10/11/1998,175.2727
10/21/1998,192.3636
11/1/1998,201.8182
11/11/1998,203.1818
11/21/1998,186.9091
12/1/1998,163.5455
12/11/1998,156.5455
12/21/1998,137.4545
1/1/1999,145.3636
1/11/1999,149.8182
1/21/1999,128.6364
2/1/1999,115.0909
2/11/1999,100.7273
2/21/1999,106.1818
3/1/1999,180.0909
3/11/1999,245.4545
3/21/1999,289.6364
4/1/1999,340.4545
4/11/1999,353.2727
4/21/1999,417.0909
5/1/1999,474.1818
5/11/1999,508.2727
5/21/1999,527.6364
6/1/1999,467.5455
6/11/1999,394.7273
6/21/1999,377.4545
7/1/1999,317.8182
7/11/1999,276.2727
7/21/1999,233.1818
8/1/1999,193.2727
8/11/1999,181.0909
8/21/1999,186
9/1/1999,187.4545
9/11/1999,197.2727
9/21/1999,197.4545
10/1/1999,259.7273
10/11/1999,284.0909
10/21/1999,274.5455
11/1/1999,292.5455
11/11/1999,290.6364
11/21/1999,324.2727
12/1/1999,340.6364
12/11/1999,333.9091
12/21/1999,337.9091
1/1/2000,269.8182
1/11/2000,247.6364
1/21/2000,241.1818
2/1/2000,208.8182
2/11/2000,186.9091
2/21/2000,129
3/1/2000,135.0909
3/11/2000,159.1818
3/21/2000,142.0909
4/1/2000,174.2727
4/11/2000,208.9091
4/21/2000,260.3636
5/1/2000,300.3636
5/11/2000,348.4545
5/21/2000,378.9091
6/1/2000,349.6364
6/11/2000,325.0909
6/21/2000,343.6364
7/1/2000,325.7273
7/11/2000,290.2727
7/21/2000,253.9091
8/1/2000,222
8/11/2000,198.6364
8/21/2000,173.2727
9/1/2000,174
9/11/2000,175.9091
9/21/2000,189.5455
10/1/2000,205.0909
10/11/2000,222.6364
10/21/2000,229.5455
11/1/2000,253.2727
11/11/2000,291.0909
11/21/2000,313.4545
12/1/2000,351.0909
12/11/2000,377
12/21/2000,349.3636
1/1/2001,327.7273
1/11/2001,338
1/21/2001,368.6364
2/1/2001,348.8182
2/11/2001,296.3636
2/21/2001,266.9091
3/1/2001,254.4545
3/11/2001,248.7273
3/21/2001,289.7273
4/1/2001,354.7273
4/11/2001,350.2727
4/21/2001,354.7273
5/1/2001,382.5455
5/11/2001,401.3636
5/21/2001,448.0909
6/1/2001,439.1818
6/11/2001,429.4545
6/21/2001,377.1818
7/1/2001,306.3636
7/11/2001,292.5455
7/21/2001,244.9091
8/1/2001,208.2727
8/11/2001,211.6364
8/21/2001,173
9/1/2001,173.4545
9/11/2001,183.6364
9/21/2001,208.6364
10/1/2001,235.1818
10/11/2001,237.0909
10/21/2001,273.6364
11/1/2001,321.1818
11/11/2001,330.7273
11/21/2001,325.9091
12/1/2001,312.7273
12/11/2001,292.5455
12/21/2001,258.4545
1/1/2002,265.5455
1/11/2002,275.3636
1/21/2002,242.3636
2/1/2002,190.5455
2/11/2002,170.5455
2/21/2002,167.5455
3/1/2002,228.1818
3/11/2002,272.6364
3/21/2002,326.5455
4/1/2002,321.5455
4/11/2002,403.7273
4/21/2002,477.4545
5/1/2002,570.8182
5/11/2002,572.4545
5/21/2002,593.4545
6/1/2002,536.2727
6/11/2002,505
6/21/2002,454.6364
7/1/2002,425
7/11/2002,337.5455
7/21/2002,261
8/1/2002,174.7273
8/11/2002,154.3636
8/21/2002,142.0909
9/1/2002,140.5455
9/11/2002,137.4545
9/21/2002,150.7273
10/1/2002,171.1818
10/11/2002,171
10/21/2002,180.5455
11/1/2002,254.1818
11/11/2002,291.4545
11/21/2002,304.5455
12/1/2002,296.0909
12/11/2002,327.1818
12/21/2002,379.5455
1/1/2003,371.9091
1/11/2003,353.2727
1/21/2003,332.3636
2/1/2003,256.0909
2/11/2003,229.8182
2/21/2003,211
3/1/2003,211.3636
3/11/2003,175.2727
3/21/2003,196.7273
4/1/2003,190.4545
4/11/2003,273.2727
4/21/2003,384.5455
5/1/2003,439.0909
5/11/2003,476
5/21/2003,508.4545
6/1/2003,536.3636
6/11/2003,548.8182
6/21/2003,481.1818
7/1/2003,491.3636
7/11/2003,413.6364
7/21/2003,302
8/1/2003,249.4545
8/11/2003,235.6364
8/21/2003,241.3636
9/1/2003,233.6364
9/11/2003,229.9091
9/21/2003,215.3636
10/1/2003,211.6364
10/11/2003,230.5455
10/21/2003,249.8182
11/1/2003,263.0909
11/11/2003,245.8182
11/21/2003,234.1818
12/1/2003,250.2727
12/11/2003,243.8182
12/21/2003,250.9091
1/1/2004,253.9091
1/11/2004,261.9091
1/21/2004,273.7273
2/1/2004,254.6364
2/11/2004,253.8182
2/21/2004,237.4545
3/1/2004,207.8182
3/11/2004,217
3/21/2004,222.6364
4/1/2004,296.5455
4/11/2004,348.8182
4/21/2004,392.2727
5/1/2004,411
5/11/2004,398.3636
5/21/2004,391
6/1/2004,388.3636
6/11/2004,385.3636
6/21/2004,369.1818
7/1/2004,275.2727
7/11/2004,197.3636
7/21/2004,124.1818
8/1/2004,115
8/11/2004,122.1818
8/21/2004,121.0909
9/1/2004,119.9091
9/11/2004,130.4545
9/21/2004,167.3636
10/1/2004,175.8182
10/11/2004,181.1818
10/21/2004,243.9091
11/1/2004,279
11/11/2004,280.4545
11/21/2004,317.6364
12/1/2004,330.8182
12/11/2004,330.0909
12/21/2004,338.8182
1/1/2005,331.5455
1/11/2005,317.2727
1/21/2005,299.4545
2/1/2005,262.3636
2/11/2005,246.6364
2/21/2005,224.3636
3/1/2005,217.6364
3/11/2005,236.3636
3/21/2005,237.4545
4/1/2005,292.1818
4/11/2005,329.1818
4/21/2005,320.8182
5/1/2005,370.1818
5/11/2005,390.0909
5/21/2005,516.1818
6/1/2005,507
6/11/2005,468.7273
6/21/2005,433.1818
7/1/2005,391.5455
7/11/2005,357.2727
7/21/2005,335.8182
8/1/2005,282.9091
8/11/2005,282.0909
8/21/2005,165.2727
9/1/2005,174.5455
9/11/2005,183.0909
9/21/2005,163.3636
10/1/2005,154.3636
10/11/2005,202.4545
10/21/2005,200.7273
11/1/2005,220.5455
11/11/2005,214.6364
11/21/2005,197
12/1/2005,188.1818
12/11/2005,166.2727
12/21/2005,167.5455
1/1/2006,163
1/11/2006,147
1/21/2006,129
2/1/2006,102.8182
2/11/2006,105.3636
2/21/2006,116.1818
3/1/2006,176.5455
3/11/2006,205.8182
3/21/2006,255.2727
4/1/2006,327.3636
4/11/2006,347.6364
4/21/2006,421.8182
5/1/2006,487.9091
5/11/2006,538.2727
5/21/2006,595.7273
6/1/2006,543.5455
6/11/2006,556.5455
6/21/2006,513.9091
7/1/2006,444.0909
7/11/2006,390.5455
7/21/2006,334.6364
8/1/2006,291.1818
8/11/2006,226.5455
8/21/2006,157.7273
9/1/2006,155.6364
9/11/2006,137.6364
9/21/2006,164.5455
10/1/2006,178.3636
10/11/2006,182.8182
10/21/2006,229
11/1/2006,253.9091
11/11/2006,330.5455
11/21/2006,502.3636
12/1/2006,554.4545
12/11/2006,580.7273
12/21/2006,662.8182
1/1/2007,659.7273
1/11/2007,694.7273
1/21/2007,645.1818
2/1/2007,650.0909
2/11/2007,585.0909
2/21/2007,419
3/1/2007,373.9091
3/11/2007,417
3/21/2007,325.4545
4/1/2007,320.1818
4/11/2007,371.7273
4/21/2007,396
5/1/2007,375.6364
5/11/2007,427.0909
5/21/2007,426.9091
6/1/2007,443.5455
6/11/2007,385.7273
6/21/2007,368.2727
7/1/2007,389.0909
7/11/2007,306.8182
7/21/2007,303.1818
8/1/2007,300.5455
8/11/2007,251.3636
8/21/2007,244.8182
9/1/2007,239.8182
9/11/2007,245.4545
9/21/2007,252.9091
10/1/2007,250.3636
10/11/2007,247.3636
10/21/2007,231.2727
11/1/2007,244.4545
11/11/2007,280.8182
11/21/2007,281.9091
12/1/2007,277.1818
12/11/2007,267.7273
12/21/2007,260.4545
1/1/2008,232.9091
1/11/2008,243
1/21/2008,235.8182
2/1/2008,231.1818
2/11/2008,192.3636
2/21/2008,180.0909
3/1/2008,160.4545
3/11/2008,169
3/21/2008,240.8182
4/1/2008,261.2727
4/11/2008,320.5455
4/21/2008,347.4545
5/1/2008,342.9091
5/11/2008,355.1818
5/21/2008,413.4545
6/1/2008,467
6/11/2008,429.7273
6/21/2008,351.3636
7/1/2008,353.9091
7/11/2008,293.2727
7/21/2008,277.5455
8/1/2008,273.8182
8/11/2008,264.1818
8/21/2008,223.1818
9/1/2008,175.8182
9/11/2008,215.7273
9/21/2008,234.9091
10/1/2008,249.6364
10/11/2008,264.6364
10/21/2008,283.2727
11/1/2008,321.1818
11/11/2008,334.7273
11/21/2008,317
12/1/2008,316.9091
12/11/2008,282.5455
12/21/2008,268.7273
1/1/2009,236.5455
1/11/2009,203.6364
1/21/2009,219.9091
2/1/2009,181.8182
2/11/2009,154
2/21/2009,159.7273
3/1/2009,154
3/11/2009,162.2727
3/21/2009,186.0909
4/1/2009,245.9091
4/11/2009,359.9091
4/21/2009,346.1818
5/1/2009,334.3636
5/11/2009,422.3636
5/21/2009,439.8182
6/1/2009,437.2727
6/11/2009,428.3636
6/21/2009,407.1818
7/1/2009,346.7273
7/11/2009,237.9091
7/21/2009,194.6364
8/1/2009,183
8/11/2009,112.2727
8/21/2009,104
9/1/2009,124.2727
9/11/2009,151.9091
9/21/2009,174
10/1/2009,190.0909
10/11/2009,202.6364
10/21/2009,221.3636
11/1/2009,234.3636
11/11/2009,265
11/21/2009,273.0909
12/1/2009,292.6364
12/11/2009,314.8182
12/21/2009,345.6364
1/1/2010,366.0909
1/11/2010,350.1818
1/21/2010,331
2/1/2010,322.4545
2/11/2010,323.5455
2/21/2010,358.2727
3/1/2010,378.4545
3/11/2010,341.0909
3/21/2010,356.6364
4/1/2010,335.4545
4/11/2010,386.7273
4/21/2010,464.0909
5/1/2010,526.6364
5/11/2010,539.3636
5/21/2010,514.1818
6/1/2010,483.0909
6/11/2010,490.0909
6/21/2010,425.1818
7/1/2010,416.2727
7/11/2010,370
7/21/2010,298.4545
8/1/2010,234.7273
8/11/2010,181.9091
8/21/2010,187.1818
9/1/2010,172.0909
9/11/2010,196.7273
9/21/2010,191.1818
10/1/2010,198.9091
10/11/2010,220.3636
10/21/2010,245.7273
11/1/2010,260.9091
11/11/2010,271.4545
11/21/2010,238.3636
12/1/2010,243.6364
12/11/2010,192.7273
12/21/2010,232.4545
1/1/2011,224.0909
1/11/2011,210.4545
1/21/2011,178.5455
2/1/2011,167.1818
2/11/2011,167.7273
2/21/2011,162.7273
3/1/2011,147
3/11/2011,180.9091
3/21/2011,181.3636
4/1/2011,186.4545
4/11/2011,191.8182
4/21/2011,249.1818
5/1/2011,297.7273
5/11/2011,297.8182
5/21/2011,340.3636
6/1/2011,347.3636
6/11/2011,341.4545
6/21/2011,326.7273
7/1/2011,328.0909
7/11/2011,312.8182
7/21/2011,276.0909
8/1/2011,230.2727
8/11/2011,283.3636
8/21/2011,283.5455
9/1/2011,313.3636
9/11/2011,308.9091
9/21/2011,296.3636
10/1/2011,306.8182
10/11/2011,358.0909
10/21/2011,383
11/1/2011,435.5455
11/11/2011,404.4545
11/21/2011,498.4545
12/1/2011,480.2727
12/11/2011,481.9091
12/21/2011,472.2727
1/1/2012,445.3636
1/11/2012,394.8182
1/21/2012,346.9091
2/1/2012,278.8182
2/11/2012,246.1818
2/21/2012,130.5455
3/1/2012,159.0909
3/11/2012,134.7273
3/21/2012,137.6364
4/1/2012,192.2727
4/11/2012,268.2727
4/21/2012,379.9091
5/1/2012,425
5/11/2012,465.8182
5/21/2012,504.1818
6/1/2012,484.7273
6/11/2012,495.8182
6/21/2012,546.6364
7/1/2012,500.4545
7/11/2012,427.9091
7/21/2012,348.4545
8/1/2012,324.7273
8/11/2012,291.8182
8/21/2012,260.7273
9/1/2012,267
9/11/2012,304.0909
9/21/2012,264.4545
10/1/2012,267.1818
10/11/2012,294.4545
10/21/2012,318.5455
11/1/2012,381.0909
11/11/2012,384
11/21/2012,398.9091
12/1/2012,393.7273
12/11/2012,357.8182
12/21/2012,461.6364
1/1/2013,471
1/11/2013,442
1/21/2013,397.0909
2/1/2013,331.1818
2/11/2013,318
2/21/2013,274.5455
3/1/2013,258.4545
3/11/2013,288
3/21/2013,247.5455
4/1/2013,301.1818
4/11/2013,422.7273
4/21/2013,472.4545
5/1/2013,538.6364
5/11/2013,547.2727
5/21/2013,564.1818
6/1/2013,561.9091
6/11/2013,546.0909
6/21/2013,464.8182
7/1/2013,401.2727
7/11/2013,276
7/21/2013,235.3636
8/1/2013,172.3636
8/11/2013,175.4545
8/21/2013,181.5455
9/1/2013,195.5455
9/11/2013,182.9091
9/21/2013,222.9091
10/1/2013,253.6364
10/11/2013,258
10/21/2013,256.5455
11/1/2013,273.2727
11/11/2013,298.2727
11/21/2013,304.3636
12/1/2013,288.5455
12/11/2013,312.4545
12/21/2013,290.9091
1/1/2014,266.1818
1/11/2014,280.0909
1/21/2014,265.8182
2/1/2014,256.6364
2/11/2014,233.6364
2/21/2014,219.3636
3/1/2014,201.2727
3/11/2014,220.0909
3/21/2014,239.3636
4/1/2014,288
4/11/2014,292.4545
4/21/2014,301
5/1/2014,339.6364
5/11/2014,364
5/21/2014,389.4545
6/1/2014,437.9091
6/11/2014,399.9091
6/21/2014,357.9091
7/1/2014,299
7/11/2014,279.3636
7/21/2014,289.7273
8/1/2014,260.4545
8/11/2014,236.2727
8/21/2014,262.9091
9/1/2014,248.6364
9/11/2014,243.0909
9/21/2014,276
10/1/2014,299.0909
10/11/2014,351.1818
10/21/2014,369.0909
11/1/2014,348.1818
11/11/2014,349.8182
11/21/2014,334.7273
12/1/2014,340.2727
12/11/2014,334.4545
12/21/2014,322.3636
1/1/2015,293.6364
1/11/2015,235.0909
1/21/2015,194.8182
2/1/2015,177
2/11/2015,174.6364
2/21/2015,125.2727
3/1/2015,93.4545
3/11/2015,83.0909
3/21/2015,142.7273
4/1/2015,233.1818
4/11/2015,296.8182
4/21/2015,386.7273
5/1/2015,473.4545
5/11/2015,499.0909
5/21/2015,552.0909
6/1/2015,577.4545
6/11/2015,640.4545
6/21/2015,578.6364
7/1/2015,491.0909
7/11/2015,431.8182
7/21/2015,356
8/1/2015,282.0909
8/11/2015,236.1818
8/21/2015,181.5455
9/1/2015,175.4545
9/11/2015,134.2727
9/21/2015,133
10/1/2015,149.8182
10/11/2015,204.1818
10/21/2015,285
11/1/2015,362.8182
11/11/2015,417.3636
11/21/2015,459.0909
12/1/2015,516.8182
12/11/2015,553.1818
12/21/2015,549.1818
1/1/2016,545.5455
1/11/2016,518.9091
1/21/2016,437.6364
2/1/2016,350.0909
2/11/2016,297.9091
2/21/2016,262.5455
3/1/2016,219.9091
3/11/2016,165
3/21/2016,161.9091
4/1/2016,264.9091
4/11/2016,340.4545
4/21/2016,411.0909
5/1/2016,479.3636
5/11/2016,529.5455
5/21/2016,532.8182
6/1/2016,500
6/11/2016,513.7273
6/21/2016,511.7273
7/1/2016,395.2727
7/11/2016,298.9091
7/21/2016,221.9091
8/1/2016,167.5455
8/11/2016,117.3636
8/21/2016,108.1818
9/1/2016,109.1818
9/11/2016,105.4545
9/21/2016,123.4545
10/1/2016,156.4545
10/11/2016,150.4545
10/21/2016,158.5455
11/1/2016,187.3636
11/11/2016,212.7273
11/21/2016,237.9091
12/1/2016,236
12/11/2016,227.7273
12/21/2016,200.8182
1/1/2017,168.2727
1/11/2017,163.5455
1/21/2017,164.7273
2/1/2017,133.5455
2/11/2017,160.0909
2/21/2017,206.5455
3/1/2017,205.4545
3/11/2017,238.1818
3/21/2017,283.3636
4/1/2017,312.2727
4/11/2017,377.3636
4/21/2017,430.9091
5/1/2017,518
5/11/2017,507.8182
5/21/2017,460.0909
6/1/2017,471.7273
6/11/2017,449
6/21/2017,425.8182
7/1/2017,408.8182
7/11/2017,371.9091
7/21/2017,319.3636
8/1/2017,236.6364
8/11/2017,213.2727
8/21/2017,218.0909
9/1/2017,226.7273
9/11/2017,252.9091
9/21/2017,254.2727
10/1/2017,257.7273
10/11/2017,274.6364
10/21/2017,284.3636
11/1/2017,330.0909
11/11/2017,314.4545
11/21/2017,308.6364
12/1/2017,303.7273
12/11/2017,271.1818
12/21/2017,250.4545
1/1/2018,233.7273
1/11/2018,200.6364
1/21/2018,176.7273
2/1/2018,112.4545
2/11/2018,126
2/21/2018,137.9091
3/1/2018,160.3636
3/11/2018,220.5455
3/21/2018,258
4/1/2018,347.5455
4/11/2018,424.3636
4/21/2018,493.5455
5/1/2018,558
5/11/2018,603.2727
5/21/2018,628.4545
6/1/2018,614.6364
6/11/2018,560.4545
6/21/2018,553
7/1/2018,470.4545
7/11/2018,385.5455
7/21/2018,319.6364
8/1/2018,262.2727
8/11/2018,202.4545
8/21/2018,193.8182
9/1/2018,173.9091
9/11/2018,173.5455
9/21/2018,152
10/1/2018,175.8182
10/11/2018,247.4545
10/21/2018,283.2727
11/1/2018,297.3636
11/11/2018,333.7273
11/21/2018,283.3636
12/1/2018,336.0909
12/11/2018,374.9091
12/21/2018,393.7273
1/1/2019,362.4545
1/11/2019,295.4545
1/21/2019,253.5455
2/1/2019,233
2/11/2019,215.8182
2/21/2019,256.6364
3/1/2019,257.9091
3/11/2019,206.3636
3/21/2019,199.4545
4/1/2019,214.7273
4/11/2019,237.9091
4/21/2019,332.3636
5/1/2019,386.3636
5/11/2019,424.2727
5/21/2019,452.5455
6/1/2019,422.4545
6/11/2019,439
6/21/2019,451.5455
7/1/2019,451.5455
7/11/2019,449.8182
7/21/2019,358.1818
8/1/2019,323.5455
8/11/2019,272.9091
8/21/2019,240.5455
9/1/2019,233.4545
9/11/2019,228.6364
9/21/2019,237
10/1/2019,285.7273
10/11/2019,388.9091
10/21/2019,465.9091
11/1/2019,461.7273
11/11/2019,513.5455
11/21/2019,566.5455
12/1/2019,622.3636
12/11/2019,645.2727
12/21/2019,679.1818
1/1/2020,625.9091
1/11/2020,506.1818
1/21/2020,506.4545
2/1/2020,518.4545
2/11/2020,470.1818
2/21/2020,404
3/1/2020,397.3636
3/11/2020,447.5455
3/21/2020,454.5455
4/1/2020,453.5455
4/11/2020,542.4545
4/21/2020,580.2727
5/1/2020,612.3636
5/11/2020,641.0909
5/21/2020,637.0909
6/1/2020,583.0909
6/11/2020,525.6364
6/21/2020,460.4545
7/1/2020,470
7/11/2020,387.5455
7/21/2020,287.6364
8/1/2020,237.0909
8/11/2020,217.6364
8/21/2020,236.1818
9/1/2020,255
9/11/2020,249.2727
9/21/2020,285.4545
10/1/2020,321.5455
10/11/2020,359.8182
10/21/2020,408.2727
11/1/2020,512.3636
11/11/2020,659.7273
11/21/2020,710.3636
12/1/2020,696.4545
12/11/2020,689
12/21/2020,659.2727
1/1/2021,621.0909
1/11/2021,591.2727
1/21/2021,534.3636
2/1/2021,430.4545
2/11/2021,306.7273
2/21/2021,232.9091
3/1/2021,221
3/11/2021,227
3/21/2021,260.1818
4/1/2021,326.7273
4/11/2021,346
4/21/2021,447.9091
5/1/2021,582.1818
5/11/2021,578.3636
5/21/2021,573.4545
6/1/2021,563.1818
6/11/2021,565.2727
6/21/2021,515.5455
7/1/2021,443.7273
7/11/2021,405.1818
7/21/2021,293.0909
8/1/2021,160.3636
8/11/2021,134.9091
