year,month,commodity,category,normalized_price
2023,11,Maize flour,cereals and tubers,100.1
2021,5,Maize flour,cereals and tubers,60.0
2024,2,Maize flour,cereals and tubers,97.5
2021,3,Maize flour,cereals and tubers,65.0
2023,5,Maize flour,cereals and tubers,125.0
2021,3,Maize flour,cereals and tubers,63.54
2021,4,Maize flour,cereals and tubers,53.79
2023,10,Maize flour,cereals and tubers,109.76
2024,3,Maize flour,cereals and tubers,100.82
2021,5,Maize flour,cereals and tubers,68.06
2024,2,Maize flour,cereals and tubers,100.0
2023,5,Maize flour,cereals and tubers,110.0
2021,5,Maize flour,cereals and tubers,66.39
2023,12,Maize flour,cereals and tubers,99.0
2023,2,Maize flour,cereals and tubers,98.33
2021,5,Maize flour,cereals and tubers,63.75
2023,11,Maize flour,cereals and tubers,101.82
2024,3,Maize flour,cereals and tubers,100.0
2021,3,Maize flour,cereals and tubers,60.0
2021,5,Maize flour,cereals and tubers,67.78
2021,3,Maize flour,cereals and tubers,53.0
2021,6,Maize flour,cereals and tubers,63.82
2021,10,Maize flour,cereals and tubers,69.74
2021,11,Maize flour,cereals and tubers,61.88
2024,6,Maize flour,cereals and tubers,75.0
2024,11,Maize flour,cereals and tubers,86.37
2024,11,Maize flour,cereals and tubers,93.92
2021,9,Maize flour,cereals and tubers,67.67
2024,6,Maize flour,cereals and tubers,90.0
2021,7,Maize flour,cereals and tubers,68.61
2021,11,Maize flour,cereals and tubers,65.2
2021,9,Maize flour,cereals and tubers,72.5
2022,1,Maize flour,cereals and tubers,70.0
2021,9,Maize flour,cereals and tubers,63.18
2021,7,Maize flour,cereals and tubers,68.04
2024,10,Maize flour,cereals and tubers,72.5
2024,6,Maize flour,cereals and tubers,85.0
2021,9,Maize flour,cereals and tubers,70.0
2024,10,Maize flour,cereals and tubers,77.5
2024,10,Maize flour,cereals and tubers,74.0
2024,6,Maize flour,cereals and tubers,80.0
2021,11,Maize flour,cereals and tubers,70.0
2021,9,Maize flour,cereals and tubers,62.68
2022,1,Maize flour,cereals and tubers,60.0
2024,10,Maize flour,cereals and tubers,75.0
2021,7,Maize flour,cereals and tubers,65.0
2024,7,Maize flour,cereals and tubers,91.58
2022,1,Maize flour,cereals and tubers,57.5
2021,11,Maize flour,cereals and tubers,65.0
2021,11,Maize flour,cereals and tubers,63.46
2021,9,Maize flour,cereals and tubers,65.58
2021,7,Maize flour,cereals and tubers,60.0
2024,11,Maize flour,cereals and tubers,100.92
2024,5,Maize flour,cereals and tubers,83.75
2021,7,Maize flour,cereals and tubers,58.0
2021,10,Maize flour,cereals and tubers,61.67
2024,11,Maize flour,cereals and tubers,80.0
2021,10,Maize flour,cereals and tubers,58.0
2024,11,Maize flour,cereals and tubers,73.33
2021,7,Maize flour,cereals and tubers,53.33
2021,11,Maize flour,cereals and tubers,55.0
2022,1,Maize flour,cereals and tubers,65.33
2021,10,Maize flour,cereals and tubers,63.33
2024,11,Maize flour,cereals and tubers,84.29
2021,10,Maize flour,cereals and tubers,55.0
2024,7,Maize flour,cereals and tubers,96.41
2021,7,Maize flour,cereals and tubers,50.0
2024,11,Maize flour,cereals and tubers,78.0
2021,10,Maize flour,cereals and tubers,50.0
2021,11,Maize flour,cereals and tubers,78.75
2024,5,Maize flour,cereals and tubers,90.0
2024,11,Maize flour,cereals and tubers,78.89
2024,5,Maize flour,cereals and tubers,92.5
2021,7,Maize flour,cereals and tubers,55.0
2021,9,Maize flour,cereals and tubers,65.42
2024,6,Maize flour,cereals and tubers,105.29
2021,7,Maize flour,cereals and tubers,70.0
2021,9,Maize flour,cereals and tubers,67.92
2021,7,Maize flour,cereals and tubers,61.9
2024,5,Maize flour,cereals and tubers,96.67
2021,11,Maize flour,cereals and tubers,60.0
2021,11,Maize flour,cereals and tubers,67.5
2024,10,Maize flour,cereals and tubers,89.74
2024,7,Maize flour,cereals and tubers,80.0
2021,8,Maize flour,cereals and tubers,55.18
2024,9,Maize flour,cereals and tubers,100.27
2021,8,Maize flour,cereals and tubers,68.41
2021,12,Maize flour,cereals and tubers,66.41
2021,8,Maize flour,cereals and tubers,66.91
2024,8,Maize flour,cereals and tubers,92.74
2021,8,Maize flour,cereals and tubers,54.6
2024,8,Maize flour,cereals and tubers,100.0
2021,8,Maize flour,cereals and tubers,68.11
2024,9,Maize flour,cereals and tubers,89.65
2021,12,Maize flour,cereals and tubers,68.75
2021,8,Maize flour,cereals and tubers,67.61
2024,8,Maize flour,cereals and tubers,90.0
2021,12,Maize flour,cereals and tubers,65.87
2024,8,Maize flour,cereals and tubers,95.0
2021,8,Maize flour,cereals and tubers,68.83
2021,8,Maize flour,cereals and tubers,55.0
2024,8,Maize flour,cereals and tubers,70.0
2024,8,Maize flour,cereals and tubers,85.0
2021,8,Maize flour,cereals and tubers,73.38
2021,12,Maize flour,cereals and tubers,67.5
2021,8,Maize flour,cereals and tubers,61.63
2024,8,Maize flour,cereals and tubers,73.0
2021,12,Maize flour,cereals and tubers,70.42
2021,8,Maize flour,cereals and tubers,65.0
2021,8,Maize flour,cereals and tubers,50.0
2021,12,Maize flour,cereals and tubers,70.0
2022,1,Maize flour,cereals and tubers,81.67
2021,8,Maize flour,cereals and tubers,51.39
2024,7,Maize flour,cereals and tubers,100.56
2021,9,Maize flour,cereals and tubers,54.5
2021,9,Maize flour,cereals and tubers,50.0
2021,12,Maize flour,cereals and tubers,60.0
2021,9,Maize flour,cereals and tubers,53.33
2024,7,Maize flour,cereals and tubers,70.0
2021,12,Maize flour,cereals and tubers,63.5
2021,8,Maize flour,cereals and tubers,57.2
2021,9,Maize flour,cereals and tubers,63.33
2024,9,Maize flour,cereals and tubers,75.0
2021,8,Maize flour,cereals and tubers,58.01
2021,9,Maize flour,cereals and tubers,55.0
2021,9,Maize flour,cereals and tubers,60.0
2022,1,Maize flour,cereals and tubers,58.75
2024,9,Maize flour,cereals and tubers,74.17
2021,12,Maize flour,cereals and tubers,55.0
2021,9,Maize flour,cereals and tubers,57.0
2021,8,Maize flour,cereals and tubers,57.5
2024,7,Maize flour,cereals and tubers,72.5
2021,9,Maize flour,cereals and tubers,54.17
2021,8,Maize flour,cereals and tubers,60.0
2021,12,Maize flour,cereals and tubers,65.0
2021,8,Maize flour,cereals and tubers,56.67
2021,8,Maize flour,cereals and tubers,70.0
2021,8,Maize flour,cereals and tubers,53.33
2024,7,Maize flour,cereals and tubers,75.0
2021,10,Maize flour,cereals and tubers,52.5
2024,8,Maize flour,cereals and tubers,65.0
2021,11,Maize flour,cereals and tubers,56.25
2021,6,Maize flour,cereals and tubers,69.44
2021,10,Maize flour,cereals and tubers,68.6
2024,12,Maize flour,cereals and tubers,76.67
2022,2,Maize flour,cereals and tubers,85.0
2024,12,Maize flour,cereals and tubers,79.38
2021,10,Maize flour,cereals and tubers,63.45
2021,10,Maize flour,cereals and tubers,57.19
2024,4,Maize flour,cereals and tubers,85.0
2024,4,Maize flour,cereals and tubers,95.0
2024,12,Maize flour,cereals and tubers,80.0
2024,5,Maize flour,cereals and tubers,78.33
2024,12,Maize flour,cereals and tubers,76.25
2022,2,Maize flour,cereals and tubers,60.0
2024,12,Maize flour,cereals and tubers,78.33
2021,10,Maize flour,cereals and tubers,68.33
2024,5,Maize flour,cereals and tubers,100.68
2024,12,Maize flour,cereals and tubers,100.66
2021,10,Maize flour,cereals and tubers,58.08
2024,12,Maize flour,cereals and tubers,99.75
2022,2,Maize flour,cereals and tubers,67.69
2021,10,Maize flour,cereals and tubers,60.56
2021,11,Maize flour,cereals and tubers,50.0
2024,12,Maize flour,cereals and tubers,75.0
2024,4,Maize flour,cereals and tubers,100.0
2022,2,Maize flour,cereals and tubers,81.43
2021,7,Maize flour,cereals and tubers,56.67
2024,5,Maize flour,cereals and tubers,100.07
2021,6,Maize flour,cereals and tubers,65.19
2024,4,Maize flour,cereals and tubers,90.0
2024,5,Maize flour,cereals and tubers,86.67
2021,10,Maize flour,cereals and tubers,51.25
2024,11,Maize flour,cereals and tubers,85.0
2021,10,Maize flour,cereals and tubers,67.73
2024,12,Maize flour,cereals and tubers,77.5
2021,10,Maize flour,cereals and tubers,70.0
2021,9,Meat (beef),"meat, fish and eggs",520.0
2021,9,Meat (beef),"meat, fish and eggs",550.0
2021,2,Meat (beef),"meat, fish and eggs",487.5
2021,5,Meat (beef),"meat, fish and eggs",563.15
2021,9,Meat (beef),"meat, fish and eggs",600.0
2021,5,Meat (beef),"meat, fish and eggs",559.33
2021,8,Meat (beef),"meat, fish and eggs",496.67
2021,9,Meat (beef),"meat, fish and eggs",540.0
2021,3,Meat (beef),"meat, fish and eggs",516.67
2021,4,Meat (beef),"meat, fish and eggs",440.45
2024,12,Meat (beef),"meat, fish and eggs",633.33
2023,7,Meat (beef),"meat, fish and eggs",500.0
2023,1,Meat (beef),"meat, fish and eggs",600.0
2021,5,Meat (beef),"meat, fish and eggs",500.0
2021,2,Meat (beef),"meat, fish and eggs",425.0
2024,12,Meat (beef),"meat, fish and eggs",600.0
2021,7,Meat (beef),"meat, fish and eggs",480.0
2021,5,Meat (beef),"meat, fish and eggs",480.0
2021,6,Meat (beef),"meat, fish and eggs",500.0
2021,3,Meat (beef),"meat, fish and eggs",459.35
2023,11,Meat (beef),"meat, fish and eggs",700.0
2021,3,Meat (beef),"meat, fish and eggs",452.58
2024,6,Meat (beef),"meat, fish and eggs",600.0
2024,2,Meat (beef),"meat, fish and eggs",650.0
2021,6,Meat (beef),"meat, fish and eggs",465.0
2021,3,Meat (beef),"meat, fish and eggs",483.06
2023,11,Meat (beef),"meat, fish and eggs",645.45
2022,1,Meat (beef),"meat, fish and eggs",550.0
2021,5,Meat (beef),"meat, fish and eggs",566.67
2024,10,Meat (beef),"meat, fish and eggs",450.0
2020,8,Meat (beef),"meat, fish and eggs",431.0
2021,9,Meat (beef),"meat, fish and eggs",590.0
2024,10,Meat (beef),"meat, fish and eggs",600.0
2021,5,Meat (beef),"meat, fish and eggs",596.67
2021,4,Meat (beef),"meat, fish and eggs",441.67
2021,10,Meat (beef),"meat, fish and eggs",478.0
2021,4,Meat (beef),"meat, fish and eggs",460.0
2021,10,Meat (beef),"meat, fish and eggs",495.0
2022,2,Meat (beef),"meat, fish and eggs",500.0
2021,4,Meat (beef),"meat, fish and eggs",423.64
2021,4,Meat (beef),"meat, fish and eggs",497.27
2021,2,Meat (beef),"meat, fish and eggs",443.33
2021,12,Meat (beef),"meat, fish and eggs",450.0
2024,12,Meat (beef),"meat, fish and eggs",533.33
2021,8,Meat (beef),"meat, fish and eggs",505.0
2021,4,Meat (beef),"meat, fish and eggs",482.73
2024,1,Meat (beef),"meat, fish and eggs",600.0
2021,8,Meat (beef),"meat, fish and eggs",412.5
2021,2,Meat (beef),"meat, fish and eggs",426.67
2021,2,Meat (beef),"meat, fish and eggs",461.33
2022,2,Meat (beef),"meat, fish and eggs",450.0
2021,8,Meat (beef),"meat, fish and eggs",560.0
2024,4,Meat (beef),"meat, fish and eggs",600.0
2021,8,Meat (beef),"meat, fish and eggs",500.0
2021,12,Meat (beef),"meat, fish and eggs",500.0
2023,2,Meat (beef),"meat, fish and eggs",600.0
2021,2,Meat (beef),"meat, fish and eggs",460.0
2021,12,Meat (beef),"meat, fish and eggs",480.0
2021,4,Meat (beef),"meat, fish and eggs",500.0
2021,4,Meat (beef),"meat, fish and eggs",428.75
2021,1,Meat (beef),"meat, fish and eggs",400.0
2022,1,Meat (beef),"meat, fish and eggs",500.0
2024,9,Meat (beef),"meat, fish and eggs",700.0
2021,6,Meat (beef),"meat, fish and eggs",480.0
2024,7,Meat (beef),"meat, fish and eggs",600.0
2022,1,Meat (beef),"meat, fish and eggs",540.0
2021,9,Meat (beef),"meat, fish and eggs",480.0
2021,12,Meat (beef),"meat, fish and eggs",550.0
2021,9,Meat (beef),"meat, fish and eggs",500.0
2021,1,Meat (beef),"meat, fish and eggs",440.0
2021,4,Meat (beef),"meat, fish and eggs",480.0
2023,12,Meat (beef),"meat, fish and eggs",800.0
2021,10,Meat (beef),"meat, fish and eggs",494.0
2021,8,Meat (beef),"meat, fish and eggs",495.0
2022,1,Meat (beef),"meat, fish and eggs",600.0
2021,4,Meat (beef),"meat, fish and eggs",425.45
2021,4,Meat (beef),"meat, fish and eggs",435.0
2022,2,Meat (beef),"meat, fish and eggs",475.0
2023,12,Meat (beef),"meat, fish and eggs",600.0
2021,4,Meat (beef),"meat, fish and eggs",494.85
2021,8,Meat (beef),"meat, fish and eggs",400.0
2021,4,Meat (beef),"meat, fish and eggs",492.73
2021,4,Meat (beef),"meat, fish and eggs",450.0
2021,4,Meat (beef),"meat, fish and eggs",475.15
2024,9,Meat (beef),"meat, fish and eggs",600.0
2024,10,Meat (beef),"meat, fish and eggs",500.0
2021,2,Meat (beef),"meat, fish and eggs",453.33
2021,3,Meat (beef),"meat, fish and eggs",549.25
2023,5,Meat (beef),"meat, fish and eggs",500.0
2022,3,Meat (beef),"meat, fish and eggs",500.0
2022,1,Meat (beef),"meat, fish and eggs",482.67
2024,11,Meat (beef),"meat, fish and eggs",650.0
2024,3,Meat (beef),"meat, fish and eggs",10.0
2021,11,Meat (beef),"meat, fish and eggs",600.0
2021,11,Meat (beef),"meat, fish and eggs",480.0
2021,3,Meat (beef),"meat, fish and eggs",482.0
2021,9,Meat (beef),"meat, fish and eggs",475.0
2021,9,Meat (beef),"meat, fish and eggs",490.0
2021,10,Meat (beef),"meat, fish and eggs",600.0
2024,11,Meat (beef),"meat, fish and eggs",500.0
2021,11,Meat (beef),"meat, fish and eggs",570.0
2023,4,Meat (beef),"meat, fish and eggs",600.0
2021,10,Meat (beef),"meat, fish and eggs",550.0
2023,5,Meat (beef),"meat, fish and eggs",550.0
2022,1,Meat (beef),"meat, fish and eggs",400.0
2021,2,Meat (beef),"meat, fish and eggs",475.0
2021,10,Meat (beef),"meat, fish and eggs",480.0
2021,11,Meat (beef),"meat, fish and eggs",500.0
2021,7,Meat (beef),"meat, fish and eggs",540.0
2021,3,Meat (beef),"meat, fish and eggs",542.25
2021,11,Meat (beef),"meat, fish and eggs",560.0
2021,7,Meat (beef),"meat, fish and eggs",550.0
2021,3,Meat (beef),"meat, fish and eggs",480.5
2021,3,Meat (beef),"meat, fish and eggs",500.0
2021,10,Meat (beef),"meat, fish and eggs",540.0
2021,3,Meat (beef),"meat, fish and eggs",529.41
2024,5,Meat (beef),"meat, fish and eggs",675.0
2021,11,Meat (beef),"meat, fish and eggs",490.0
2021,7,Meat (beef),"meat, fish and eggs",500.0
2021,11,Meat (beef),"meat, fish and eggs",450.0
2022,1,Meat (beef),"meat, fish and eggs",496.88
2021,3,Meat (beef),"meat, fish and eggs",450.0
2021,10,Meat (beef),"meat, fish and eggs",500.0
2022,1,Meat (beef),"meat, fish and eggs",422.0
2024,11,Meat (beef),"meat, fish and eggs",600.0
2021,5,Meat (beef),"meat, fish and eggs",495.56
2021,3,Meat (beef),"meat, fish and eggs",545.0
2021,10,Meat (beef),"meat, fish and eggs",535.0
2021,3,Meat (beef),"meat, fish and eggs",541.49
2021,10,Meat (beef),"meat, fish and eggs",530.0
2024,5,Meat (beef),"meat, fish and eggs",600.0
2021,10,Meat (beef),"meat, fish and eggs",570.0
2023,11,Meat (beef),"meat, fish and eggs",600.0
2021,3,Meat (beef),"meat, fish and eggs",520.0
2024,2,Meat (beef),"meat, fish and eggs",700.0
2021,11,Meat (beef),"meat, fish and eggs",580.0
2024,6,Meat (beef),"meat, fish and eggs",650.0
2021,9,Meat (beef),"meat, fish and eggs",400.0
2021,9,Meat (beef),"meat, fish and eggs",450.0
2021,3,Meat (beef),"meat, fish and eggs",517.85
2021,7,Meat (beef),"meat, fish and eggs",473.08
2021,9,Meat (beef),"meat, fish and eggs",437.22
2024,12,Meat (camel),"meat, fish and eggs",643.75
2023,7,Meat (camel),"meat, fish and eggs",450.0
2023,4,Meat (camel),"meat, fish and eggs",630.0
2024,9,Meat (camel),"meat, fish and eggs",600.0
2021,12,Meat (camel),"meat, fish and eggs",494.74
2021,4,Meat (camel),"meat, fish and eggs",480.0
2021,5,Meat (camel),"meat, fish and eggs",700.0
2023,2,Meat (camel),"meat, fish and eggs",500.0
2024,11,Meat (camel),"meat, fish and eggs",550.0
2021,7,Meat (camel),"meat, fish and eggs",480.0
2023,7,Meat (camel),"meat, fish and eggs",400.0
2021,9,Meat (camel),"meat, fish and eggs",565.22
2021,11,Meat (camel),"meat, fish and eggs",487.61
2023,3,Meat (camel),"meat, fish and eggs",532.46
2024,1,Meat (camel),"meat, fish and eggs",600.0
2022,3,Meat (camel),"meat, fish and eggs",500.0
2021,5,Meat (camel),"meat, fish and eggs",572.3
2024,12,Meat (camel),"meat, fish and eggs",600.0
2023,11,Meat (camel),"meat, fish and eggs",605.07
2021,9,Meat (camel),"meat, fish and eggs",500.0
2023,2,Meat (camel),"meat, fish and eggs",566.67
2021,8,Meat (camel),"meat, fish and eggs",500.0
2023,5,Meat (camel),"meat, fish and eggs",593.87
2023,6,Meat (camel),"meat, fish and eggs",534.89
2024,9,Meat (camel),"meat, fish and eggs",616.39
2022,1,Meat (camel),"meat, fish and eggs",500.0
2023,12,Meat (camel),"meat, fish and eggs",600.0
2021,12,Meat (camel),"meat, fish and eggs",400.0
2021,4,Meat (camel),"meat, fish and eggs",400.0
2021,3,Meat (camel),"meat, fish and eggs",400.0
2021,4,Meat (camel),"meat, fish and eggs",437.17
2021,7,Meat (camel),"meat, fish and eggs",500.0
2021,6,Meat (camel),"meat, fish and eggs",593.33
2023,10,Meat (camel),"meat, fish and eggs",600.0
2022,2,Meat (camel),"meat, fish and eggs",500.0
2021,1,Meat (camel),"meat, fish and eggs",525.0
2023,1,Meat (camel),"meat, fish and eggs",550.0
2023,5,Meat (camel),"meat, fish and eggs",490.42
2024,11,Meat (camel),"meat, fish and eggs",500.0
2023,4,Meat (camel),"meat, fish and eggs",492.5
2021,2,Meat (camel),"meat, fish and eggs",400.0
2024,7,Meat (camel),"meat, fish and eggs",600.0
2021,6,Meat (camel),"meat, fish and eggs",500.0
2024,8,Meat (camel),"meat, fish and eggs",600.0
2021,8,Meat (camel),"meat, fish and eggs",497.92
2021,4,Meat (camel),"meat, fish and eggs",450.0
2024,9,Meat (camel),"meat, fish and eggs",500.0
2024,6,Meat (camel),"meat, fish and eggs",650.0
2022,1,Meat (camel),"meat, fish and eggs",400.0
2021,12,Meat (camel),"meat, fish and eggs",587.5
2021,10,Meat (camel),"meat, fish and eggs",575.0
2024,10,Meat (camel),"meat, fish and eggs",627.42
2023,2,Meat (camel),"meat, fish and eggs",400.0
2021,6,Meat (camel),"meat, fish and eggs",471.0
2021,7,Meat (camel),"meat, fish and eggs",400.0
2024,10,Meat (camel),"meat, fish and eggs",600.0
2023,10,Meat (camel),"meat, fish and eggs",500.0
2021,4,Meat (camel),"meat, fish and eggs",425.0
2024,2,Meat (camel),"meat, fish and eggs",600.0
2023,5,Meat (camel),"meat, fish and eggs",550.0
2021,5,Meat (camel),"meat, fish and eggs",480.0
2021,8,Meat (camel),"meat, fish and eggs",400.0
2021,9,Meat (camel),"meat, fish and eggs",400.0
2022,2,Meat (camel),"meat, fish and eggs",400.0
2021,8,Meat (camel),"meat, fish and eggs",573.79
2024,6,Meat (camel),"meat, fish and eggs",600.0
2023,7,Meat (camel),"meat, fish and eggs",589.58
2024,11,Meat (camel),"meat, fish and eggs",600.0
2023,11,Meat (camel),"meat, fish and eggs",568.75
2021,5,Meat (camel),"meat, fish and eggs",453.33
2024,7,Meat (camel),"meat, fish and eggs",591.25
2024,4,Meat (camel),"meat, fish and eggs",600.0
2023,4,Meat (camel),"meat, fish and eggs",450.0
2023,11,Meat (camel),"meat, fish and eggs",500.0
2021,11,Meat (camel),"meat, fish and eggs",583.33
2021,4,Meat (camel),"meat, fish and eggs",588.89
2023,1,Meat (camel),"meat, fish and eggs",400.0
2021,9,Meat (camel),"meat, fish and eggs",530.0
2024,5,Meat (camel),"meat, fish and eggs",600.0
2024,3,Meat (camel),"meat, fish and eggs",600.0
2023,6,Meat (camel),"meat, fish and eggs",493.33
2021,5,Meat (camel),"meat, fish and eggs",500.0
2021,7,Meat (camel),"meat, fish and eggs",486.39
2021,10,Meat (camel),"meat, fish and eggs",400.0
2023,4,Meat (camel),"meat, fish and eggs",589.73
2024,8,Meat (camel),"meat, fish and eggs",612.77
2021,6,Meat (camel),"meat, fish and eggs",400.0
2021,3,Meat (goat),"meat, fish and eggs",486.67
2021,8,Meat (goat),"meat, fish and eggs",506.04
2021,4,Meat (goat),"meat, fish and eggs",505.0
2021,1,Meat (goat),"meat, fish and eggs",500.0
2023,12,Meat (goat),"meat, fish and eggs",675.0
2021,3,Meat (goat),"meat, fish and eggs",500.0
2021,10,Meat (goat),"meat, fish and eggs",482.5
2021,8,Meat (goat),"meat, fish and eggs",474.6
2021,4,Meat (goat),"meat, fish and eggs",500.0
2021,2,Meat (goat),"meat, fish and eggs",569.0
2021,8,Meat (goat),"meat, fish and eggs",409.37
2021,2,Meat (goat),"meat, fish and eggs",542.22
2023,5,Meat (goat),"meat, fish and eggs",600.0
2021,2,Meat (goat),"meat, fish and eggs",500.0
2021,12,Meat (goat),"meat, fish and eggs",500.0
2023,12,Meat (goat),"meat, fish and eggs",677.5
2024,9,Meat (goat),"meat, fish and eggs",700.0
2021,10,Meat (goat),"meat, fish and eggs",484.38
2021,4,Meat (goat),"meat, fish and eggs",535.0
2021,12,Meat (goat),"meat, fish and eggs",562.5
2021,2,Meat (goat),"meat, fish and eggs",520.0
2023,2,Meat (goat),"meat, fish and eggs",666.67
2021,8,Meat (goat),"meat, fish and eggs",446.0
2024,12,Meat (goat),"meat, fish and eggs",650.0
2023,11,Meat (goat),"meat, fish and eggs",700.0
2023,6,Meat (goat),"meat, fish and eggs",550.26
2021,11,Meat (goat),"meat, fish and eggs",480.0
2024,12,Meat (goat),"meat, fish and eggs",766.67
2023,3,Meat (goat),"meat, fish and eggs",550.0
2023,4,Meat (goat),"meat, fish and eggs",600.0
2024,10,Meat (goat),"meat, fish and eggs",775.0
2021,10,Meat (goat),"meat, fish and eggs",579.41
2021,11,Meat (goat),"meat, fish and eggs",450.0
2024,11,Meat (goat),"meat, fish and eggs",600.0
2024,10,Meat (goat),"meat, fish and eggs",737.1
2021,2,Meat (goat),"meat, fish and eggs",475.0
2023,10,Meat (goat),"meat, fish and eggs",600.0
2021,9,Meat (goat),"meat, fish and eggs",464.35
2020,8,Meat (goat),"meat, fish and eggs",533.17
2021,2,Meat (goat),"meat, fish and eggs",400.0
2021,10,Meat (goat),"meat, fish and eggs",570.0
2021,11,Meat (goat),"meat, fish and eggs",465.0
2021,9,Meat (goat),"meat, fish and eggs",400.0
2023,11,Meat (goat),"meat, fish and eggs",684.38
2021,9,Meat (goat),"meat, fish and eggs",480.56
2021,11,Meat (goat),"meat, fish and eggs",566.67
2021,9,Meat (goat),"meat, fish and eggs",469.44
2021,2,Meat (goat),"meat, fish and eggs",471.11
2024,12,Meat (goat),"meat, fish and eggs",700.0
2021,11,Meat (goat),"meat, fish and eggs",487.83
2023,11,Meat (goat),"meat, fish and eggs",750.0
2023,4,Meat (goat),"meat, fish and eggs",700.0
2023,11,Meat (goat),"meat, fish and eggs",625.56
2021,2,Meat (goat),"meat, fish and eggs",495.0
2024,10,Meat (goat),"meat, fish and eggs",700.0
2021,1,Meat (goat),"meat, fish and eggs",580.0
2021,9,Meat (goat),"meat, fish and eggs",500.0
2021,4,Meat (goat),"meat, fish and eggs",532.12
2021,4,Meat (goat),"meat, fish and eggs",497.5
2023,5,Meat (goat),"meat, fish and eggs",631.25
2021,8,Meat (goat),"meat, fish and eggs",473.75
2021,10,Meat (goat),"meat, fish and eggs",490.0
2023,5,Meat (goat),"meat, fish and eggs",700.0
2023,12,Meat (goat),"meat, fish and eggs",700.0
2021,4,Meat (goat),"meat, fish and eggs",550.0
2023,7,Meat (goat),"meat, fish and eggs",600.0
2021,8,Meat (goat),"meat, fish and eggs",400.0
2024,12,Meat (goat),"meat, fish and eggs",600.0
2023,10,Meat (goat),"meat, fish and eggs",680.0
2021,4,Meat (goat),"meat, fish and eggs",525.0
2024,9,Meat (goat),"meat, fish and eggs",750.0
2023,6,Meat (goat),"meat, fish and eggs",600.0
2024,11,Meat (goat),"meat, fish and eggs",716.67
2023,2,Meat (goat),"meat, fish and eggs",450.0
2023,6,Meat (goat),"meat, fish and eggs",500.0
2023,3,Meat (goat),"meat, fish and eggs",500.0
2023,12,Meat (goat),"meat, fish and eggs",629.03
2021,9,Meat (goat),"meat, fish and eggs",475.0
2024,9,Meat (goat),"meat, fish and eggs",800.0
2021,4,Meat (goat),"meat, fish and eggs",503.33
2021,1,Meat (goat),"meat, fish and eggs",520.0
2024,11,Meat (goat),"meat, fish and eggs",700.0
2024,12,Meat (goat),"meat, fish and eggs",800.0
2023,12,Meat (goat),"meat, fish and eggs",783.33
2021,4,Meat (goat),"meat, fish and eggs",523.33
2021,10,Meat (goat),"meat, fish and eggs",450.0
2024,12,Meat (goat),"meat, fish and eggs",666.67
2023,3,Meat (goat),"meat, fish and eggs",600.0
2021,9,Meat (goat),"meat, fish and eggs",550.0
2021,4,Meat (goat),"meat, fish and eggs",482.42
2021,10,Meat (goat),"meat, fish and eggs",476.67
2021,6,Meat (goat),"meat, fish and eggs",500.0
2021,8,Meat (goat),"meat, fish and eggs",475.0
2024,1,Meat (goat),"meat, fish and eggs",650.0
2022,1,Meat (goat),"meat, fish and eggs",500.0
2024,7,Meat (goat),"meat, fish and eggs",750.0
2023,2,Meat (goat),"meat, fish and eggs",600.0
2024,3,Meat (goat),"meat, fish and eggs",600.0
2023,1,Meat (goat),"meat, fish and eggs",600.0
2024,3,Meat (goat),"meat, fish and eggs",700.0
2021,4,Meat (goat),"meat, fish and eggs",481.58
2024,3,Meat (goat),"meat, fish and eggs",800.0
2024,5,Meat (goat),"meat, fish and eggs",675.0
2024,5,Meat (goat),"meat, fish and eggs",725.0
2022,1,Meat (goat),"meat, fish and eggs",495.33
2021,4,Meat (goat),"meat, fish and eggs",481.92
2024,5,Meat (goat),"meat, fish and eggs",800.0
2024,5,Meat (goat),"meat, fish and eggs",700.0
2024,5,Meat (goat),"meat, fish and eggs",600.0
2021,6,Meat (goat),"meat, fish and eggs",490.0
2024,5,Meat (goat),"meat, fish and eggs",758.33
2024,1,Meat (goat),"meat, fish and eggs",675.0
2021,4,Meat (goat),"meat, fish and eggs",529.17
2021,5,Meat (goat),"meat, fish and eggs",486.67
2024,6,Meat (goat),"meat, fish and eggs",650.0
2024,7,Meat (goat),"meat, fish and eggs",723.75
2024,7,Meat (goat),"meat, fish and eggs",714.58
2021,7,Meat (goat),"meat, fish and eggs",490.0
2024,2,Meat (goat),"meat, fish and eggs",590.34
2021,7,Meat (goat),"meat, fish and eggs",496.0
2024,2,Meat (goat),"meat, fish and eggs",700.0
2021,5,Meat (goat),"meat, fish and eggs",550.0
2021,7,Meat (goat),"meat, fish and eggs",481.57
2021,4,Meat (goat),"meat, fish and eggs",600.0
2021,8,Meat (goat),"meat, fish and eggs",500.0
2021,7,Meat (goat),"meat, fish and eggs",500.0
2024,6,Meat (goat),"meat, fish and eggs",700.0
2023,2,Meat (goat),"meat, fish and eggs",500.0
2021,8,Meat (goat),"meat, fish and eggs",525.0
2021,7,Meat (goat),"meat, fish and eggs",486.54
2021,5,Meat (goat),"meat, fish and eggs",500.0
2021,7,Meat (goat),"meat, fish and eggs",581.25
2021,5,Meat (goat),"meat, fish and eggs",480.0
2022,1,Meat (goat),"meat, fish and eggs",480.0
2021,6,Meat (goat),"meat, fish and eggs",600.0
2021,8,Meat (goat),"meat, fish and eggs",520.0
2021,4,Meat (goat),"meat, fish and eggs",465.0
2022,2,Meat (goat),"meat, fish and eggs",450.0
